Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
465,   138, 31.9,      140.67, 68.1,   382.68, 14.5
466,   125, 23.2,      138.10, 76.8,   407.51, 16.8
467,    98, 20.4,      111.27, 79.6,   501.16, 20.4
468,    96, 19.8,      111.74, 80.2,   483.58, 21.9
469,    89, 15.7,      110.34, 84.3,   480.06, 24.7
470,    83,  9.6,      105.21, 90.4,   454.01, 27.7
471,   120, 31.7,      127.60, 68.3,   420.90, 23.3
472,    83, 10.8,      104.98, 89.2,   449.31, 22.9
473,    87, 11.5,      107.78, 88.5,   488.25, 23.0
474,   118, 23.7,      133.67, 76.3,   386.77, 21.2
475,   129, 22.5,      134.60, 77.5,   376.47, 31.0
476,    98, 23.5,      116.64, 76.5,   477.44, 23.5
477,    82, 13.4,      109.18, 86.6,   499.46, 24.4
478,   125, 25.6,      138.34, 74.4,   426.83, 15.2
479,    94, 14.9,      110.34, 85.1,   497.98, 22.3
480,   102, 27.5,      115.94, 72.5,   517.13, 21.6
481,   122, 25.4,      130.87, 74.6,   439.14, 17.2
482,    89, 16.9,      107.78, 83.1,   499.35, 24.7
483,    92, 22.8,      113.14, 77.2,   507.76, 21.7
484,   142, 34.5,      144.87, 65.5,   418.85, 15.5
485,   101, 17.8,      116.87, 82.2,   421.88, 23.8
486,    92, 15.2,      115.24, 84.8,   502.72, 23.9
487,   100, 22.0,      114.77, 78.0,   487.07, 21.0
488,   107, 21.5,      122.71, 78.5,   438.60, 26.2
489,   122, 20.5,      135.30, 79.5,   390.73, 28.7
490,    92, 14.1,      111.74, 85.9,   487.63, 23.9
491,   100, 26.0,      119.44, 74.0,   467.83, 25.0
492,    94, 18.1,      110.34, 81.9,   493.97, 24.5
493,   107, 21.5,      115.94, 78.5,   452.46, 19.6
494,   106, 26.4,      117.11, 73.6,   523.36, 18.9
495,   110, 20.9,      125.50, 79.1,   465.28, 21.8
496,   105, 25.7,      121.07, 74.3,   479.26, 22.9
497,   131, 25.2,      134.37, 74.8,   408.09, 17.6
498,    99, 22.2,      117.34, 77.8,   496.73, 21.2
499,    86, 15.1,      104.98, 84.9,   484.49, 23.3
500,    96, 19.8,      105.21, 80.2,   456.40, 21.9
501,   100, 20.0,      119.21, 80.0,   459.23, 20.0
502,   103, 15.5,      120.84, 84.5,   413.91, 17.5
503,   124, 25.8,      138.57, 74.2,   387.66, 14.5
504,   103, 23.3,      124.10, 76.7,   452.87, 23.3
505,    94, 17.0,      108.48, 83.0,   455.68, 23.4
506,   117, 22.2,      134.37, 77.8,   442.63, 15.4
507,    94, 23.4,      111.51, 76.6,   435.59, 23.4
508,    94, 23.4,      116.17, 76.6,   489.20, 22.3
509,   109, 25.7,      122.01, 74.3,   444.46, 25.7
510,   102, 25.5,      113.61, 74.5,   492.48, 20.6
511,   101, 22.8,      116.41, 77.2,   451.11, 22.8
512,    88, 14.8,      111.51, 85.2,   474.29, 25.0
513,   109, 22.0,      123.17, 78.0,   480.32, 22.0
514,    87, 13.8,      110.57, 86.2,   482.67, 25.3
515,   108, 25.0,      118.97, 75.0,   465.05, 22.2
516,   131, 22.9,      143.23, 77.1,   381.17, 14.5
517,   135, 29.6,      142.77, 70.4,   426.47, 15.6
518,    98, 24.5,      115.71, 75.5,   494.12, 20.4
519,   113, 22.1,      130.17, 77.9,   453.56, 18.6
520,    85, 12.9,      107.54, 87.1,   465.65, 23.5
521,    86, 10.5,      109.41, 89.5,   485.55, 23.3
522,   132, 26.5,      138.34, 73.5,   355.18, 31.8
523,   100, 18.0,      116.87, 82.0,   498.72, 21.0
524,   104, 27.9,      121.31, 72.1,   454.28, 23.1
525,    93, 17.2,      107.54, 82.8,   465.19, 23.7
526,    94, 18.1,      107.78, 81.9,   461.44, 22.3
527,   111, 19.8,      129.00, 80.2,   417.81, 22.5
528,   125, 23.2,      142.30, 76.8,   388.31, 29.6
529,   123, 26.8,      130.40, 73.2,   462.38, 17.9
530,    99, 14.1,      115.47, 85.9,   460.14, 19.2
531,    97, 21.6,      113.84, 78.4,   483.46, 24.7
532,   112, 26.8,      119.21, 73.2,   460.43, 20.5
533,   100, 15.0,      118.97, 85.0,   423.27, 26.0
534,    80,  8.8,      108.01, 91.2,   469.24, 27.5
535,   130, 30.8,      146.50, 69.2,   386.01, 17.7
536,    91, 16.5,      111.27, 83.5,   503.31, 22.0
537,    91, 18.7,      113.84, 81.3,   485.64, 20.9
538,   108, 24.1,      117.81, 75.9,   467.24, 17.6
539,    99, 20.2,      115.47, 79.8,   460.21, 22.2
540,    87, 14.9,      108.01, 85.1,   518.29, 25.3
541,   141, 31.9,      146.97, 68.1,   373.44, 30.5
542,   119, 23.5,      132.50, 76.5,   350.17, 30.3
543,    98, 19.4,      111.74, 80.6,   472.14, 27.6
544,    89, 18.0,      111.97, 82.0,   503.61, 22.5
545,    97, 15.5,      112.67, 84.5,   484.54, 20.6
546,   100, 22.0,      113.37, 78.0,   504.14, 19.0
547,    99, 18.2,      113.14, 81.8,   465.58, 22.2
548,    87, 13.8,      104.04, 86.2,   476.82, 27.6
549,    97, 17.5,      110.34, 82.5,   443.48, 24.7
550,   130, 27.7,      134.37, 72.3,   354.99, 16.2
551,    90, 14.4,      109.18, 85.6,   477.74, 27.8
552,   120, 20.8,      137.87, 79.2,   376.65, 19.2
553,   120, 24.2,      133.90, 75.8,   407.25, 16.7
554,    88, 14.8,      108.71, 85.2,   486.07, 23.9
555,   127, 26.8,      138.10, 73.2,   411.73, 18.1
556,    94, 18.1,      111.04, 81.9,   461.26, 23.4
557,   103, 20.4,      117.57, 79.6,   463.30, 20.4
558,   101, 22.8,      115.24, 77.2,   465.30, 21.8
559,   131, 27.5,      141.60, 72.5,   391.02, 26.7
560,   101, 21.8,      114.77, 78.2,   487.41, 22.8
561,   122, 25.4,      130.40, 74.6,   432.67, 21.3
562,   128, 31.2,      135.07, 68.8,   441.84, 18.0
563,    95, 15.8,      112.21, 84.2,   478.42, 21.1
564,   117, 17.1,      135.54, 82.9,   395.18, 18.8
565,    87, 18.4,      110.81, 81.6,   452.85, 23.0
566,    79, 10.1,      105.44, 89.9,   476.20, 22.8
567,   106, 25.5,      123.87, 74.5,   466.26, 20.8
568,   131, 25.2,      140.20, 74.8,   411.16, 20.6
569,    93, 19.4,      111.97, 80.6,   438.27, 23.7
570,   104, 27.9,      116.87, 72.1,   459.38, 24.0
571,   116, 19.0,      133.44, 81.0,   426.55, 17.2
572,    85, 10.6,      103.81, 89.4,   493.21, 21.2
573,    90, 13.3,      108.48, 86.7,   456.33, 25.6
574,   109, 23.9,      122.94, 76.1,   446.06, 22.0
575,    90, 15.6,      110.81, 84.4,   491.96, 22.2
576,    97, 20.6,      110.81, 79.4,   479.43, 20.6
577,   106, 22.6,      127.37, 77.4,   439.89, 19.8
578,   101, 16.8,      122.71, 83.2,   467.82, 19.8
579,   111, 25.2,      117.57, 74.8,   509.50, 20.7
580,    99, 22.2,      117.34, 77.8,   446.82, 18.2
581,   110, 24.5,      119.44, 75.5,   486.52, 19.1
582,   111, 24.3,      130.64, 75.7,   401.69, 29.7
583,   135, 32.6,      143.47, 67.4,   424.32, 14.8
584,    98, 16.3,      119.21, 83.7,   452.73, 21.4
585,   105, 22.9,      118.51, 77.1,   457.29, 20.0
586,   120, 22.5,      130.40, 77.5,   392.04, 35.8
587,   117, 21.4,      131.57, 78.6,   423.94, 17.9
588,    94, 19.1,      107.78, 80.9,   458.27, 20.2
589,   105, 18.1,      123.87, 81.9,   387.26, 21.0
590,   112, 24.1,      125.27, 75.9,   477.05, 19.6
591,    91, 16.5,      112.91, 83.5,   502.28, 23.1
592,   107, 15.9,      125.04, 84.1,   376.72, 29.0
593,   102, 25.5,      112.67, 74.5,   479.53, 19.6
594,   101, 16.8,      114.77, 83.2,   438.28, 20.8
595,   123, 20.3,      139.97, 79.7,   375.95, 21.1
596,    92, 21.7,      112.21, 78.3,   505.80, 21.7
597,   136, 27.9,      143.93, 72.1,   391.86, 15.4
598,    92, 20.7,      111.04, 79.3,   475.11, 23.9
599,    77,  7.8,      101.01, 92.2,   467.55, 24.7
600,    99, 24.2,      117.11, 75.8,   454.51, 22.2
601,   123, 24.4,      134.14, 75.6,   397.10, 17.1
602,   111, 19.8,      129.47, 80.2,   438.51, 17.1
603,   126, 31.7,      133.67, 68.3,   399.54, 25.4
604,   130, 27.7,      144.63, 72.3,   381.93, 29.2
605,   113, 21.2,      137.64, 78.8,   379.90, 32.7
606,   103, 21.4,      118.51, 78.6,   438.18, 27.2
607,   104, 25.0,      116.64, 75.0,   411.79, 23.1
608,   123, 25.2,      138.34, 74.8,   406.17, 16.3
609,   105, 23.8,      116.87, 76.2,   452.71, 22.9
610,   110, 22.7,      122.71, 77.3,   474.53, 20.9
611,   108, 22.2,      128.77, 77.8,   407.94, 20.4
612,   106, 25.5,      120.14, 74.5,   503.06, 19.8
613,    98, 20.4,      112.44, 79.6,   497.57, 23.5
614,    95, 18.9,      111.04, 81.1,   456.38, 24.2
615,   120, 20.0,      133.67, 80.0,   425.74, 19.2
616,   134, 27.6,      145.10, 72.4,   425.68, 14.9
617,   121, 24.0,      137.17, 76.0,   404.67, 18.2
618,   100,  9.0,      120.37, 91.0,   421.19, 27.0
619,    89, 16.9,      112.91, 83.1,   486.29, 24.7
620,    90, 16.7,      106.84, 83.3,   463.60, 21.1
621,   112, 23.2,      122.71, 76.8,   437.66, 17.9
622,   123, 24.4,      135.77, 75.6,   391.46, 29.3
623,   106, 14.2,      127.60, 85.8,   387.48, 17.9
624,   124, 25.8,      142.30, 74.2,   373.89, 16.1
625,   137, 30.7,      142.07, 69.3,   387.62, 16.8
626,    94, 17.0,      111.74, 83.0,   462.15, 22.3
627,    90, 16.7,      111.27, 83.3,   467.19, 26.7
628,    94, 25.5,      111.04, 74.5,   504.84, 21.3
629,   155, 34.8,      156.53, 65.2,   360.51, 27.1
630,    98, 18.4,      117.81, 81.6,   483.85, 24.5
631,   133, 26.3,      143.23, 73.7,   355.81, 20.3
632,   114, 27.2,      123.41, 72.8,   452.52, 21.1
633,    96, 19.8,      112.91, 80.2,   460.52, 26.0
634,   114, 19.3,      129.00, 80.7,   393.45, 18.4
635,   103, 23.3,      117.57, 76.7,   484.42, 19.4
636,    87, 18.4,      109.64, 81.6,   487.57, 23.0
637,   120, 20.8,      134.84, 79.2,   370.41, 16.7
638,   133, 24.1,      142.53, 75.9,   382.93, 33.1
639,    87, 13.8,      111.97, 86.2,   486.36, 23.0
640,   128, 28.9,      132.27, 71.1,   434.02, 18.8
641,    85, 17.6,      109.87, 82.4,   476.89, 23.5
642,    89, 18.0,      105.21, 82.0,   474.32, 20.2
643,    92, 18.5,      108.94, 81.5,   474.78, 20.7
644,   121, 25.6,      134.84, 74.4,   450.87, 14.9
645,   125, 28.8,      136.94, 71.2,   427.55, 17.6
646,    95, 15.8,      115.47, 84.2,   497.12, 21.1
647,   106, 21.7,      119.67, 78.3,   507.57, 22.6
648,    95, 21.1,      111.27, 78.9,   486.90, 22.1
649,   108, 17.6,      129.94, 82.4,   431.55, 18.5
650,    95, 18.9,      108.01, 81.1,   470.77, 20.0
651,    85, 12.9,      102.18, 87.1,   469.76, 22.4
652,    92, 12.0,      112.67, 88.0,   447.30, 25.0
653,   122, 27.9,      135.54, 72.1,   418.05, 14.8
654,   112, 21.4,      126.44, 78.6,   421.81, 25.9
655,    78,  9.0,      103.58, 91.0,   470.06, 26.9
656,    98, 20.4,      111.74, 79.6,   461.72, 19.4
657,    99, 19.2,      115.47, 80.8,   422.13, 27.3
658,   122, 20.5,      133.67, 79.5,   351.16, 28.7
659,    89, 10.1,      110.11, 89.9,   454.88, 28.1
660,    88, 14.8,      107.78, 85.2,   460.07, 21.6
661,   121, 24.0,      134.37, 76.0,   427.52, 18.2
662,    89, 12.4,      105.91, 87.6,   450.80, 23.6
663,   101, 19.8,      116.41, 80.2,   473.67, 20.8
664,   125, 25.6,      135.07, 74.4,   444.21, 20.0
665,    92, 22.8,      115.94, 77.2,   469.37, 22.8
666,   110, 23.6,      124.80, 76.4,   467.25, 19.1
667,    96, 21.9,      112.91, 78.1,   471.60, 20.8
668,    88, 17.0,      107.54, 83.0,   475.71, 22.7
669,   106, 19.8,      123.41, 80.2,   442.33, 24.5
670,   113, 23.0,      125.27, 77.0,   430.99, 15.9
671,   106, 22.6,      121.77, 77.4,   449.73, 25.5
672,    93, 18.3,      106.84, 81.7,   493.84, 21.5
673,    91, 17.6,      109.18, 82.4,   444.06, 23.1
674,   129, 24.8,      144.40, 75.2,   424.78, 15.5
675,    89, 16.9,      108.24, 83.1,   452.08, 25.8
676,    97, 22.7,      110.11, 77.3,   450.54, 19.6
677,   135, 27.4,      141.83, 72.6,   432.81, 18.5
678,    80, 13.8,      106.61, 86.2,   482.90, 23.8
679,    89, 15.7,      106.14, 84.3,   458.94, 24.7
680,   121, 24.8,      129.00, 75.2,   404.70, 15.7
681,   111, 24.3,      121.54, 75.7,   465.00, 26.1
682,   121, 24.8,      137.87, 75.2,   354.01, 34.7
683,   116, 25.9,      135.77, 74.1,   458.49, 17.2
684,    99, 20.2,      116.17, 79.8,   491.41, 20.2
685,   126, 23.8,      136.00, 76.2,   413.75, 17.5
686,    96, 15.6,      111.74, 84.4,   449.21, 22.9
687,   141, 31.9,      144.17, 68.1,   376.94, 13.5
688,    98, 24.5,      116.41, 75.5,   496.39, 21.4
689,   111, 25.2,      125.50, 74.8,   457.94, 20.7
690,   124, 33.1,      133.44, 66.9,   382.35, 16.9
691,   110, 27.3,      122.71, 72.7,   435.62, 17.3
692,    93, 17.2,      106.38, 82.8,   482.91, 20.4
693,    97, 21.6,      112.67, 78.4,   486.87, 22.7
694,   102, 22.5,      115.01, 77.5,   447.50, 16.7
695,    87, 12.6,      105.91, 87.4,   465.34, 24.1
696,   122, 25.4,      136.70, 74.6,   389.89, 28.7
697,    92, 20.7,      109.87, 79.3,   495.32, 22.8
698,   100, 23.0,      114.77, 77.0,   435.52, 26.0
699,    81, 16.0,      110.57, 84.0,   469.48, 27.2
700,   101, 21.8,      118.51, 78.2,   432.73, 20.8
701,    92, 18.5,      108.01, 81.5,   477.29, 20.7
702,   105, 23.8,      116.87, 76.2,   434.32, 21.9
703,    97, 15.5,      113.61, 84.5,   466.21, 19.6
704,    91, 16.5,      108.71, 83.5,   465.19, 23.1
705,   119, 17.6,      136.00, 82.4,   374.60, 15.1
706,    91,  5.5,      109.64, 94.5,   470.45, 27.5
707,   131, 23.7,      140.43, 76.3,   352.93, 13.7
708,   113, 18.6,      135.77, 81.4,   444.66, 19.5
709,    90, 14.4,      108.48, 85.6,   466.84, 25.6
710,   103, 20.4,      119.44, 79.6,   466.73, 21.4
711,   102, 22.5,      124.34, 77.5,   444.93, 26.5
712,    88, 14.8,      107.31, 85.2,   437.26, 26.1
713,   129, 29.5,      137.64, 70.5,   421.09, 14.7
714,    96, 13.5,      110.81, 86.5,   470.53, 28.1
715,    97, 20.6,      113.14, 79.4,   450.76, 21.6
716,   107, 18.7,      126.20, 81.3,   441.57, 19.6
717,   104, 19.2,      127.37, 80.8,   469.17, 22.1
718,   112, 24.1,      123.87, 75.9,   456.92, 17.0
719,    98, 18.4,      110.11, 81.6,   473.49, 24.5
720,   121, 22.3,      132.97, 77.7,   404.36, 29.8
721,    83, 18.1,      105.68, 81.9,   504.54, 24.1
722,    85, 14.1,      107.78, 85.9,   494.63, 24.7
723,   101, 18.8,      120.61, 81.2,   434.75, 21.8
724,   139, 31.7,      146.50, 68.3,   397.91, 13.7
725,    95, 23.2,      115.71, 76.8,   480.77, 25.3
726,    93, 16.1,      109.18, 83.9,   482.92, 23.7
727,   119, 22.7,      130.64, 77.3,   431.68, 28.6
728,   118, 27.1,      128.07, 72.9,   401.10, 21.2
729,    93, 21.5,      112.67, 78.5,   487.75, 20.4
730,   123, 27.6,      134.60, 72.4,   436.53, 16.3
731,   104, 18.3,      114.31, 81.7,   449.41, 23.1
732,    89, 15.7,      108.24, 84.3,   479.79, 19.1
733,   100, 15.0,      116.17, 85.0,   435.08, 22.0
734,    96, 20.8,      115.47, 79.2,   497.14, 24.0
735,   121, 25.6,      133.44, 74.4,   338.68, 29.8
736,    97, 19.6,      118.51, 80.4,   491.30, 20.6
737,   128, 26.6,      143.47, 73.4,   397.23, 18.8
738,   118, 21.2,      136.00, 78.8,   371.24, 33.9
739,    94, 21.3,      114.31, 78.7,   478.30, 22.3
740,   115, 22.6,      130.17, 77.4,   403.82, 27.8
741,    93,  9.7,      112.44, 90.3,   498.30, 25.8
742,   108, 25.9,      116.87, 74.1,   472.96, 17.6
743,    99, 19.2,      122.71, 80.8,   455.33, 18.2
744,    92, 18.5,      107.08, 81.5,   492.01, 21.7
745,    94, 22.3,      111.97, 77.7,   480.71, 23.4
746,   119, 24.4,      138.10, 75.6,   447.60, 16.8
747,   114, 22.8,      133.67, 77.2,   437.46, 16.7
748,    96, 21.9,      113.14, 78.1,   476.67, 22.9
749,   104, 26.0,      115.01, 74.0,   483.42, 19.2
750,    96, 21.9,      111.27, 78.1,   465.05, 22.9
751,    96, 24.0,      115.01, 76.0,   475.11, 21.9
752,   102, 25.5,      123.64, 74.5,   496.03, 24.5
753,   111, 20.7,      120.84, 79.3,   455.82, 18.9
754,   103, 22.3,      116.64, 77.7,   474.21, 22.3
755,    89, 12.4,      113.61, 87.6,   467.97, 27.0
756,   132, 29.5,      138.80, 70.5,   386.88, 14.4
757,   105, 23.8,      114.07, 76.2,   482.29, 24.8
758,   130, 29.2,      142.77, 70.8,   434.05, 17.7
759,    80, 11.2,      105.21, 88.8,   461.97, 22.5
760,   138, 28.3,      147.67, 71.7,   427.53, 18.1
761,   118, 26.3,      133.67, 73.7,   497.32, 17.8
762,    89, 16.9,      106.61, 83.1,   506.29, 25.8
763,   101, 15.8,      124.10, 84.2,   451.80, 18.8
764,   119, 27.7,      135.77, 72.3,   451.91, 18.5
765,   129, 24.8,      138.57, 75.2,   391.36, 15.5
766,   123, 27.6,      132.97, 72.4,   446.94, 17.9
767,   105, 26.7,      115.47, 73.3,   465.66, 22.9
768,    97, 18.6,      112.67, 81.4,   498.82, 21.6
769,    94, 19.1,      110.81, 80.9,   421.69, 25.5
770,   119, 26.1,      124.80, 73.9,   460.60, 23.5
771,   127, 29.1,      140.90, 70.9,   401.83, 15.7
772,    95, 27.4,      116.87, 72.6,   464.85, 24.2
773,   108, 23.1,      119.91, 76.9,   500.18, 16.7
774,    80, 13.8,      104.04, 86.2,   454.12, 23.8
775,    98, 22.4,      112.44, 77.6,   496.58, 21.4
776,    87, 14.9,      106.61, 85.1,   487.11, 23.0
777,   122, 23.0,      133.90, 77.0,   456.61, 19.7
778,   107, 17.8,      124.10, 82.2,   400.97, 18.7
779,   131, 26.0,      134.60, 74.0,   381.08, 23.7
780,   108, 18.5,      123.41, 81.5,   452.42, 18.5
781,   118, 25.4,      135.54, 74.6,   431.87, 16.1
782,   118, 26.3,      130.64, 73.7,   425.75, 18.6
783,   108, 24.1,      124.10, 75.9,   461.29, 17.6
784,   116, 24.1,      139.73, 75.9,   389.68, 22.4
785,   103, 21.4,      116.17, 78.6,   469.00, 21.4
786,   117, 17.1,      132.74, 82.9,   377.05, 29.1
787,   124, 28.2,      134.60, 71.8,   455.93, 15.3
788,    87, 17.2,      107.31, 82.8,   469.82, 20.7
789,    93, 18.3,      110.57, 81.7,   480.38, 20.4
790,   114, 21.1,      129.00, 78.9,   462.07, 21.1
791,    90, 16.7,      111.27, 83.3,   471.81, 26.7
792,    94, 20.2,      112.44, 79.8,   469.05, 22.3
793,   113, 19.5,      129.94, 80.5,   386.76, 20.4
794,    98, 19.4,      112.91, 80.6,   467.85, 21.4
795,    89, 18.0,      108.48, 82.0,   451.66, 23.6
796,   109, 27.5,      124.80, 72.5,   450.65, 22.0
797,   106, 24.5,      117.81, 75.5,   456.37, 21.7
798,   103, 18.4,      118.51, 81.6,   484.62, 25.2
799,   130, 28.5,      140.90, 71.5,   402.89, 25.4
800,    91, 13.2,      113.61, 86.8,   446.64, 25.3
801,    99, 18.2,      120.84, 81.8,   503.03, 24.2
802,   120, 23.3,      129.00, 76.7,   414.03, 19.2
803,   121, 19.0,      133.67, 81.0,   370.55, 29.8
804,   125, 23.2,      137.40, 76.8,   381.39, 27.2
805,   104, 22.1,      113.61, 77.9,   460.28, 24.0
806,   129, 28.7,      140.90, 71.3,   397.75, 14.7
807,   117, 17.9,      133.44, 82.1,   342.08, 31.6
808,    91, 19.8,      110.81, 80.2,   468.93, 25.3
809,   107, 16.8,      125.04, 83.2,   383.02, 30.8
810,   101, 30.7,      116.64, 69.3,   441.52, 22.8
811,    87, 11.5,      106.38, 88.5,   477.85, 26.4
812,   129, 25.6,      140.20, 74.4,   439.32, 16.3
813,   125, 25.6,      138.80, 74.4,   425.35, 17.6
814,    94, 20.2,      112.91, 79.8,   458.95, 21.3
815,   107, 22.4,      118.04, 77.6,   478.55, 20.6
816,   101, 15.8,      116.64, 84.2,   435.45, 22.8
817,    86, 12.8,      107.54, 87.2,   487.17, 23.3
818,   122, 27.0,      137.40, 73.0,   405.99, 16.4
819,   103, 21.4,      115.47, 78.6,   457.99, 24.3
820,   106, 18.9,      125.27, 81.1,   448.81, 17.0
821,    96, 20.8,      118.74, 79.2,   476.63, 21.9
822,   119, 19.3,      133.90, 80.7,   406.59, 28.6
823,    99, 18.2,      117.11, 81.8,   472.09, 27.3
824,    99, 19.2,      116.41, 80.8,   496.21, 22.2
825,    95, 18.9,      106.61, 81.1,   489.15, 21.1
826,    99, 18.2,      120.14, 81.8,   469.47, 21.2
827,   102, 25.5,      124.10, 74.5,   451.21, 19.6
828,   121, 26.4,      130.64, 73.6,   432.29, 19.0
829,    92, 19.6,      115.24, 80.4,   492.49, 21.7
830,    95, 17.9,      109.41, 82.1,   478.47, 21.1
831,   121, 22.3,      134.84, 77.7,   401.75, 15.7
832,   125, 22.4,      142.07, 77.6,   380.29, 14.4
833,    99, 22.2,      110.81, 77.8,   489.28, 21.2
834,    88, 21.6,      113.61, 78.4,   445.35, 19.3
835,   130, 27.7,      138.34, 72.3,   422.15, 15.4
836,    90, 12.2,      105.68, 87.8,   501.05, 23.3
837,    82, 13.4,      104.04, 86.6,   464.15, 23.2
838,   117, 19.7,      131.80, 80.3,   387.38, 17.1
839,    86, 14.0,      107.08, 86.0,   488.94, 23.3
840,   121, 21.5,      135.30, 78.5,   429.99, 15.7
841,    88, 17.0,      107.78, 83.0,   464.89, 19.3
842,   124, 29.0,      134.84, 71.0,   375.66, 19.4
843,   118, 24.6,      132.74, 75.4,   417.43, 16.1
844,    80, 11.2,      102.88, 88.8,   478.42, 26.2
845,    81, 16.0,      103.58, 84.0,   465.07, 23.5
846,    89, 14.6,      102.18, 85.4,   447.59, 20.2
847,   123, 24.4,      133.90, 75.6,   391.21, 16.3
848,   101, 18.8,      112.44, 81.2,   486.55, 20.8
849,   118, 20.3,      130.17, 79.7,   371.04, 30.5
850,   108, 23.1,      120.37, 76.9,   456.33, 20.4
851,   125, 22.4,      140.43, 77.6,   395.31, 19.2
852,    87, 14.9,      105.21, 85.1,   502.72, 23.0
853,    93, 20.4,      114.31, 79.6,   488.86, 22.6
854,   116, 25.0,      134.60, 75.0,   432.52, 18.1
855,   104, 20.2,      123.41, 79.8,   425.37, 20.2
856,    99, 17.2,      117.81, 82.8,   475.32, 23.2
857,   112, 22.3,      124.34, 77.7,   465.50, 22.3
858,   130, 26.2,      140.43, 73.8,   380.20, 19.2
859,    99, 17.2,      119.91, 82.8,   411.39, 22.2
860,    90, 18.9,      110.81, 81.1,   455.89, 27.8
861,   109, 22.9,      122.01, 77.1,   455.23, 20.2
862,    91, 17.6,      111.27, 82.4,   476.93, 23.1
863,   109, 16.5,      124.57, 83.5,   428.59, 21.1
864,   111, 22.5,      125.27, 77.5,   421.29, 26.1
865,   101, 20.8,      116.64, 79.2,   450.10, 16.8
866,   104, 25.0,      115.24, 75.0,   478.17, 23.1
867,    87, 19.5,      108.01, 80.5,   458.38, 27.6
